ABANDONAR;DESERTAR
ABANDONAR;DESERÇÃO
ABATIMENTO;DESCONTO
ABNEGAÇÃO;SACRIFÍCIO
ABRIGAR;PROTEGER
ABSTER;ABANDONAR
ABUSAR;ABUSIVO
ABÓBADA;TELHADO
ACABOU;ACABAR
ACANHADO;ACANHAR
ACANHADO;VERGONHA
ACEITAR;RECEPTIVIDADE
ACEITAÇÃO;ACEITA
ACELERARMOS;ACELERAR
ACLARAR;EXPLICAR
ACORDEOM;SANFONA
ACORDEON;SANFONA
ACORDEÃO;SANFONA
ACORDO;COALIZÃO
ACORDO;COLIGAÇÃO
ACUSAÇÃO;LIBELO_ACUSATÓRIO
ADENTRANDO;ADENTRAR
ADEQUADO;CABÍVEL
ADESIVO;ADESIVAR
ADIAR;PROCASTINAR
ADIAR;PRORROGAR
ADICIONANDO;ADICIONAR
ADICIONAR;MAIS
ADMINISTRATIVA;ADMINISTRATIVO
ADORO;ADORAR
AERONAVE;AVIÃO
AEROPLANO;AVIÃO
AFANAR;ROUBAR
AFASTAR;AFASTAMENTO
AFEIÇOADO;AFEIÇOAR
AFEIÇOADO;DISCÍPULO
AFERIR;MEDIR
AFERIÇÃO;MEDIR
AFERRAR;CERCAR
AFORTUNADO;AFORTUNAR
AFROBRASILEIRA;AFROBRASILEIRO
AGASTADO;AGASTAR
AGENCIAR;PEDIR
AGLOMERAÇÃO;MULTIDÃO
AGONIADO;AGONIAR
AGREGANDO;AGREGAR
AGRICULTORA;MULHER_ENXADA
AGRICULTURADA;AGRICULTURADO
AGROTÓXICO;DEFENSIVO_AGRÍCOLA
AIPIM;MACAXEIRA
AJUSTADO;AJUSTAR
AJUSTANDO;AJUSTAR
ALCUNHA;APELIDO
ALFORJE;SACOLA
ALGARISMO;NÚMERO
ALIENADO;ALIENAR
ALIMENTADA;ALIMENTADO
ALIMENTANDO;ALIMENTAR
ALIMENTAR;COMER
ALIMENTAÇÃO;COMER
ALIMENTO;COMER
ALOUCAR;LOUCO
ALPINISMO;ESCALAR
ALPINISTA;ESCALAR
ALTERANDO;ALTERAR
ALUGUEL;LOCAÇÃO
ALÉRGICO;PESSOA_ALERGIA
AMARGURADO;AMARGURAR
AMASIADO;AMASIAR
AMEDRONTADO;MEDO
AMENO;AMENIZAR
AMOLECER;MOLE
AMOLECIDO;MOLE
AMPARADA;AMPARADO
ANALISA;ANALISAR
ANALISADA;ANALISADO
ANALISANDO;ANALISAR
ANARQUIZADO;ANARQUIZAR
ANCIÃO;VELHO
ANDANDO;ANDAR
ANDARES;ANDAR
ANIMOSIDADE;INIMIGO
ANIQUILAR;DESTRUIR
ANTECIPANDO;ANTECIPAR
ANTECIPAR;ANTES
ANTECIPAÇÃO;ANTES
ANTEPASSADOS;ANTEPASSADO
ANTIGUIDADE;VELHO
ANUNCIADO;ANUNCIAR
ANUNCIANDO;ANUNCIAR
ANÚNCIO;CARTAZ
APANHAR;ESPANCAR
APARECIDA;APARECIDO
APAVORADO;MEDO
APELIDAR;APELIDO
APENSADO;APENSAÇÃO
APERFEIÇOANDO;APERFEIÇOAR
APIMENTADO;PIMENTA
APLAUDIDO;APLAUSO
APOIANDO;APOIAR
APONTANDO;APONTAR
APONTAR;APONTADO
APONTARMOS;APONTAR
APOSENTANDO;APOSENTAR
APOSENTAR;APOSENTADA
APOSENTO;QUARTO
APRECIADO;APRECIAR
APREENSIVO;MEDO
APRESENTA;APRESENTAR
APRESENTANDO;APRESENTAR
APRISIONADO;APRISIONAR
APRISIONAR;PRENDER
APROFUNDAR;PROFUNDO
APROXIMANDO;APROXIMAR
APURRINHANDO;APURRINHAR
APÓIEM;APOIAR
APÓSTOLO;DISCÍPULO
AQUECIDA;AQUECIDO
AQUÁTICA;AQUÁTICO
ARCUNFERÊNCIA;CÍRCULO
ARDIDO;PIMENTA
AREJADO;AREJAR
ARMAZENANDO;ARMAZENAR
ARREDONDADO;ARREDONDAR
ARREDORES;VIZINHO
ARREMATAR;PEGAR
ARRISCANDO;ARRISCAR
ARROJADO;ARRUJAR
ARROJADO;CORAJOSO
ARROJO;CORAJOSO
ARROMBAR;ARROMBAMENTO
ARTICULADO;ARTICULAR
ASCENSORISTA;ELEVADOR
ASFIXIA;SUFOCAR
ASFIXIAR;SUFOCAR
ASPIRADA;ASPIRAR
ASPIRADO;ASPIRAR
ASPIRANDO;ASPIRAR
ASSASSINAR;MATAR
ASSASSINATO;MATAR
ASSASSÍNIO;MATAR
ASSIMILADA;ASSIMILADO
ASSISTENTE;PESSOA_AJUDAR
ASSOCIADO;CLUBE
ASSOCIADOS;ASSOCIADO
ASSOLAR;DESTRUIR
ASSOMBRADO;ASSOMBRAR
ASSUMIR;ARCAR
ASSUMIR;ASSUMIDO
ASTRÔNOMO;PESSOA_ASTRONOMIA
ATAREFADO;ATAREFAR
ATCHIN;ESPIRRO
ATENDENDO;ATENDER
ATENDER;ATENDER
ATENDERMOS;ATENDER
ATERRORIZADO;MEDO
ATINGIDA;ATINGIDO
ATIVO;ATIVAR
ATLÂNTICA;ATLÂNTICO
ATORDOAMENTO;ATORDOAR
ATRASO;MORA
ATRIBUINDO;ATRIBUIR
ATUALIZADA;ATUALIZADO
ATUALIZANDO;ATUALIZAR
ATÔNITO;PASMO
AUDACIOSAMENTE;CORAJOSO
AUDACIOSO;CORAJOSO
AUDAZ;CORAJOSO
AUDÁCIA;CORAJOSO
AUFERIR;MEDIR
AUMENTO;MAJORAÇÃO
AUSENTAR;SAÍDA
AUSÊNCIA;FALTA
AUTOMOBILISMO;DIRIGIR
AUTOMÓVEL;DIRIGIR
AUTORIZADA;AUTORIZADO
AUTORIZAÇÃO;AUTORIZAR
AUTORRECONHECIMENTO;AUTORRECONHECER
AUTÓPSIA;NECRÓPSIA
AUXILIADO;AUXILIAR
AUXILIAR;PESSOA_AJUDAR
AVANÇADO;AVANÇAR
AVANÇANDO;AVANÇAR
AVARIA;AVARIAR
AVÔ;VOVÔ
BADALAR;BADALO
BADERNA;BADERNAR
BAILARINO;BALE
BAIXANDO;BAIXAR
BAIXÍSSIMA;BAIXÍSSIMA
BALADEIRA;BALEADEIRA
BALDEAÇÃO;BALDER
BANDIDO;MÁFIA
BANIR;EXPULSAR
BARALHAR;EMBARALHAR
BARBEIRO;HOMEM_BARBEAR
BASTA;ACABAR
BATIDA;ABALROAMENTO
BEIRA-MAR;LITORAL
BEM-SUCEDIDO;BEM-SUCEDIDA
BENEFICIAR;FAVORECER
BENZER;ABENÇOAR
BERGAMOTA;TANGERINA
BIG;GRANDE
BILÓGICA;BILÓGICO
BINGO;LOTO
BINGO;VÍSPORA
BIOGEOGRÁFICA;BIOGEOGRÁFICO
BIRITA;BIRITAR
BIRRENTO;TEIMOSO
BLENORREIA;GONORREIA
BLENORRÁGIA;GONORREIA
BLOQUEANDO;BLOQUEAR
BLOQUEIO;BLOQUEAR
BODOQUE;BALEADEIRA
BORRASCA;TEMPESTADE
BRACAR;FREIAR
BRAMIDO;GRITO
BRANDO;ABRANDAR
BRASILEIRA;BRASIL
BRASILEIRO;BRASIL
BRIDA;RÉDEAS
BRIDÃO;RÉDEAS
BRIGA;LITÍGIO
BRIGA;VIAS_FATO
BRINDE;PRESENTE
BRONZEADO;MORENO
BUG;ERRO
BURLADO;BURLAR
CABOCLO;HOMEM_ENXADA
CABRESTO;RÉDEAS
CADELA;CACHORRO
CADUCO;VELHO
CAGANEIRA;DIARRÉIA
CAIXOTE;CAIXA
CALHAMBEQUE;DIRIGIR
CALÚNIA;CALUNIAR
CAMINHANDO;CAMINHAR
CAMINHAR;ANDAR
CAMPA;TÚMULO
CAMPEÃ;MULHER_CAMPEÃO
CANCELAR;CANCELADO
CANCELAR;RESCISÃO
CANCELAR;SUSTAR
CANINO;CACHORRO
CANÍDEO;CACHORRO
CAPACHO;TAPETE
CAPACITAÇÃO;CAPACITAR
CAPTA;PESSOA
CARAPANA;MOSCA
CARESTIA;CARO
CARIDADE;BENEFICENTE
CARIDADE;FILANTRÓPICO
CARPETE;TAPETE
CARRO;AUTOMÓVEL
CARRO;VEÍCULO
CARTÓRIO;SERVIÇO_NOTARIAL
CASAL;CONJUGAL
CASEIRA;CASEIRO
CATALOGADA;CATALOGADO
CATEGÓRICA;CATEGÓRICO
CAUSA;MOTIVO
CAUTELA;CAUTELAR
CAVANDO;CAVAR
CEDILHA;Ç
CELEBRADA;CELEBRADO
CENTRAIS;CENTRAL
CERCA;CERCAR
CERCADA;CERCADO
CEREBELO;CÉREBRO
CEREBRAL;CÉREBRO
CHACAREIRO;FAZENDEIRO
CHARRETE;CARROCA
CHEGA;ACABAR
CHOCALHEIRO;FOCOQUEIRO
CHOPE;CERVEJA
CIFRA;NÚMERO
CILINDRIFORME;CILÍNDRO
CINGIR;CERCAR
CIRCULANDO;CIRCULAR
CIRCULAR;CÍRCULO
CIRCUNFERÊNCIA;CÍRCULO
CISMADO;CISMAR
CIVILIZATÓRIA;CIVILIZAR
CIVILIZATÓRIO;CIVILIZAR
CIÚME;CIUMENTO
CIÚMENTO;CIÚME
CLAREZA;CLAREAR
CLAREZA;VISIBILIDADE
CLAVADA;CLAVADO
CLIMATIZADA;CLIMATIZADO
CLOUD;NUVEM
CLOUDING;NUVEM
CLÁSSICA;CLÁSSICO
CNH;CARTÃO_CARRO
COBERTA;COBERTO
COBERTURA;TELHADO
COBRADA;COBRADO
COBRINDO;COBRIr
COGNOME;APELIDO
COLABORATIVO;COLABORATIVA
COLETIVISADA;COLETIVISADO
COLÉRICO;RAIVA
COMANDADO;MANDAR
COMEDIDAMENTE;COMEDIR
COMEMORANDO;COMEMORAR
COMENDO;COMER
COMERCIALIZAR;COMÉRCIO
COMERCIANTE;COMÉRCIO
COMERCIAR;COMÉRCIO
COMIDA;COMER
COMPAIXÃO;MISERICÓRDIA
COMPARTILHADA;COMPARTILHAR
COMPATILHADO;COMPARTILHAR
COMPATÍVEL;COMPATIBILIDADE
COMPETINDO;COMPETIR
COMPILADA;COMPILADO
COMPONDO;COMPOR
COMPOSTA;COMPOSTO
COMPRENETRADO;COMPENETRAR
COMUNICANDO;COMUNICAR
CONCEBER;CRIAR
CONCEDIDO;EMPRESTAR
CONCESSÃO;AUTORIZAR
CONCLUIR;ACABAR
CONCLUSAO;ACABAR
CONCORDE;AVIÃO
CONCORRER;COMPETIR
CONDENADO;SENTENCIADO
CONFIANÇA;ACREDITAR
CONFLITANTE;INCOMPATÍVEL
CONFORME;IGUALDADE
CONFRONTAR;COMPETIR
CONFRONTAÇÃO;COMPETIR
CONFRONTO;COMPETIR
CONFUSO;COMPLICADO
CONGELAR;CONGELAMENTO
CONJUNTA;CONJUNTO
CONSENTIMENTO;AUTORIZAR
CONSENTIR;AUTORIZAR
CONSERTO;CONSERTAR
CONSPIRAÇÃO;CONLUIO
CONSTITUTIVA;CONSTITUTIVO
CONSTRANGIDO;ENVERGONHAR
CONSTRUINDO;CONSTRUIR
CONSTRUTOR;CONSTRUIR
CONSTRUTORA;CONSTRUIR
CONSTRUÇÃO;CONSTRUIR
CONSTRUÍDA;CONSTRUIR
CONSTRUÍDO;CONSTRUIR
CONSULTANDO;CONSULTAR
CONSULTAR;PESQUISAR
CONTEMPLANDO;CONTEMPLAR
CONTIDA;CONTIDO
CONTRANGIMENTO;CONSTRANGEDOR
CONTRAPRODUCENTE;MAU
CONTRARIADO;CONTRARIAR
CONTRARIANDO;CONTRARIAR
CONTRARIO;CONTRARIAR
CONTROL;CTRL
CONTROLADA;CONTROLADO
CONVALIDAR;VALIDAR
CONVENCIDA;CONVENCIDO
CONVENCIDO;ARROGANTE
CONVIDADA;CONVIDADO
CONVIDADOS;CONVIDADO
CONVOCADA;CONVOCAR
COQUEIRO;COCO
CORRELACIONADA;CORRELACIONADO
CORRELATO;CORRELATIVO
CORRELATO;RELACIONADO
CORRETO;LIBADO
CORROMPER;SUBORNO
COSMÉTICA;COSMÉTICO
COSTUREIRA;COSTURAR_MULHER
COSTUREIRA;PROFISSIONAL_COSTURAR
COSTUREIRO;COSTURAR_HOMEM
COTIDIANO;COTIDIANA
COVA;TÚMULO
COZINHEIRO;PROFISSIONAL_COZINHAR
CREDITO;CREDITAR
CREMAR;CREMAÇÃO
CRENÇA;ACREDITAR
CRIANDO;CRIAR
CRIARMOS;CRIAR
CRIAÇÃO;CRIAR
CRIME;DELITO
CRIME;INFRÁÇÃO
CRIME;TRANSGRESSÃO
CRIME_BAGATELA;CRIME_INSIGNIFICANTE
CRIME_BAGATELA;DELITO_INSIGNIFICANTE
CRUEL;DESUMANO
CRUEL;MAU
CUJA;CUJO
CULTURA;LAVOURA
CULTURA;PLANTAÇÃO
CUMPRIDA;CUMPRIDO
CUSTAR;CUSTAS
CUSTAR;CUSTOS
CUSTÓDIA;PROTEÇÃO
CÁLICE;TAÇA
CÃO;CACHORRO
CÓLERA;RAIVA
CÔNJUGE;CASAMENTO
CÚPULA;TELHADO
DANOSO;MAU
DATADA;DATADO
DEBANDAR;FUGIR
DEBATENDO;DEBATER
DECISIVA;DECISIVO
DECREPITO;VELHO
DECRETADA;DECRETAR
DEDETIZAR;DETETIZAR
DEDICADA;DEDICAR
DEFENDENDO;DEFENDER
DEFESA;DEFENDER
DEFINIDA;DEFINIR
DEFINIDO;DEFINIR
DEFUNTO;CADAVER
DEGOSTAR;COMER
DEJETAM;DEJETAR
DELEITE;DELEITAR
DELIMITADA;DELIMITADO
DELONGA;DELONGAR
DEMITIDO;DESEMPREGADO
DEMONSTRANDO;DEMONSTRAR
DENOMINANDO;DENOMINAR
DENOMINAR;NOMEAR
DENTADA;MORDER
DESABAMENTO;DESABAR
DESABAR;DESABAR
DESACERTO;DESACERTAR
DESACOMPANHADO;DESACOMPANHAR
DESAFORTUNADO;DESAFORTUNAR
DESAFRONTA;DESAFRONTAR
DESAGRADO;RUIM
DESALINHADO;DESALINHAR
DESAPARECER;SUMIR
DESARRANJADO;DESARRANJAR
DESARRUMADO;DESARRUMAR
DESATINO;DESATINAR
DESAVERGONHADO;DESAVERGONHAR
DESAVIZADA;DESAVIZADO
DESBANCAR;SUPERAR
DESCARADO;DESCARAR
DESCARREGANDO;DESCARREGAR
DESCENDÊNCIA;FAMÍLIA
DESCOLADA;DESCOLAR
DESCOLADO;DESCOLAR
DESCONCENTRADO;DISTRAIDO
DESCORADO;DESCORAR
DESCRITA;DESCRITO
DESCUIDADO;DESCUIDAR
DESCULPA;ESCUSA
DESCULPAS;DESCULPAR
DESDENTADO;DESDENTAR
DESEMPENHO;ATUAÇÃO
DESEMPENHO;PERFOMANCE
DESEMPENHO;PERFORMANCE
DESENCANTANDO;DESENCANTAR
DESENHANDO;DESENHAR
DESENHO;DESENHAR
DESERTO;ERMO
DESERTO;SEM_HABITANTE
DESFEITO;DESFAZER
DESFIGURADO;DESFIGURAR
DESFRANZIR;RESENRUGAR
DESGRAÇADO;DESGRAÇAR
DESIGUAL;DESIGUALAR
DESINTEGRA;DESINTEGRAR
DESISTIR;ABRIR_MÃO
DESLOCADA;DESLOCADO
DESMEDIDO;DESMEDIR
DESMEDIDO;GRANDE
DESMEMORIADO;DESMEMORIAR
DESMORONAMENTO;DESABAR
DESMORONAR;DESABAR
DESNUDO;DESNUDAR
DESOCUPADO;DESOCUPAR
DESONERADO;DESONERAR
DESONERADO;GRATIS
DESORGANIZADO;DESORGANIZAR
DESPEJANDO;DESPEJAR
DESPIDO;DESPIR
DESPRETENCIOSO;HUMILDE
DESPREZO;DESPREZÍVEL
DESPREZÍVEL;DESPREZO
DESPROVIDO;DESPROVER
DESPROVIDO;SEM
DESRESPEITA;DESRESPEITAR
DESRESPEITAR;PROFANAR
DESRESPEITAR;PROFANAÇÃO
DESRESPEITAR;VILIPENDIAR
DESRESPEITAR;VILIPENDIO
DESTACADA;DESTACAR
DESTACADO;DESTACAR
DESTEMIDO;CORAJOSO
DESTEMIDO;DESTEMOR
DESTRUÍDA;DESTRUIR
DESTRUÍDO;DESTRUIR
DESUMANIDADE;DESUMANO
DESVAIRAR;LOUCO
DESVIO;DESVIAR
DETECTANDO;DETECTAR
DETERMINADA;DETERMINADO
DETERMINADO;MANDAR
DETIAM;DETER
DEVASTADA;DEVASTADO
DEVORADORA;DEVORADOR
DEVOTO;DEVOTAR
DEVOTO;DISCÍPULO
DIAGNOSTICAR;PESQUISAR
DIAGNOSTICO;DIAGNOSTICAR
DIALOGANDO;DIALOGAR
DIALOGAÇÃO;DIALOGAR
DIALOGO;DIALOGAR
DIDÁTICO;DIDÁTICA
DIFERENCIADA;DIFERENCIADO
DIFICULDADE;CONTRATEMPO
DIFICULDADE;PERCALÇO
DIFICULDADE;PROBLEMA
DIFUNDINDO;DIFUNDIR
DIFUNDIR;DIALOGAR
DILATAÇÃO;DILATAR
DILIGENCIAR;PEDIR
DIM-DIM;DINDIN
DIMINUTO;PEQUENO
DIN-DIN;DINDIN
DINHEIRO;PECÚNIA
DINHEIRO;RECEITA
DIRIGINDO;DIRIGIR
DISCORRER;FALAR
DISCURSAR;SEMINÁRIO
DISCURSO;PRONUNCIAMENTO_PARLAMENTAR
DISCURSO;SEMINÁRIO
DISCUTINDO;DISCUTIR
DISENTERIA;DIARRÉIA
DISPARIDADE;DIFERENÇA
DISPENDIOSO;CARO
DISPENSADO;DESEMPREGADO
DISTANCIA;DISTANCIAR
DISTENDIDO;DISTENDER
DISTRAÇÃO;DISTRAIDO
DITO;FALAR
DIVERSOS;VÁRIOS
DIVINA;DIVINO
DIVULGAR;DIFUNDIR
DIVULGAR;DIFUSÃO
DIZENDO;DIZER
DIZER;FALAR
DIÁLOGO;DIALOGAR
DOA;DOAR
DOLORIDO;DOLORIR
DOMESTICO;DOMESTICAR
DOMICÍLIO;DOMICILIADA
DOMINADA;DOMINADO
DOMINADO;MANDAR
DOMINANDO;DOMINAR
DOMINAR;MANDAR
DONOS;DONO
DORMITÓRIO;QUARTO
DOTAÇÃO_ORÇAMENTÁRIA;COBERTURA_ORÇAMENTÁRIA
DOTAÇÃO_ORÇAMENTÁRIA;VERBA_ORÇAMENTÁRIA
DUELO;COMPETIR
DURAR;DURÁVEL
DURAR;INDELÉVEL
DUVIDO;DUVIDAR
ECONOMIZADA;ECONOMIZADO
EDIFÍCIO;APARTAMENTO
EDIFÍCIO;PRÉDIO
EFERVECER;EFERVECENTE
EGOÍSMO;EGOISTA
EJETAR;REMOVER
ELABORA;ELABORAR
ELASTICIDADE;ELASTICO
ELENQUEI;ELENCAR
ELEVADA;ELEVADO
ELIMINADA;ELIMINADO
ELIMINADO;ELIMINAR
ELIMINAR;ELIMINAR
ELIMINAR;REMOVER
ELOGIADA;ELOGIADO
ELUCIDAR;CLAREAR
ELÉTRICA;ELÉTRICO
EMAGRECER;MAGRO
EMANA;EMANAR
EMBARACADO;VERGONHA
EMBARAÇAR;VERGONHA
EMBARAÇO;ENVERGONHAR
EMBARAÇO;VERGONHA
EMBASBACADO;EMBASBACAR
EMBATER;DISCUTIR
EMBEBER;ABSORVER
EMBOLORADO;EMBOLORAR
EMBUSTE;MENTIRA
EMBUTIDA;EMBUTIDO
EMOCIONADA;EMOCIONADO
EMPANTURRAR;ENCHER
EMPOEIRADO;EMPOEIRAR
EMPREGO;EMPREGATÍCIO
EMPREITA;CONSTRUIR
EMPREITEIRO;CONSTRUIR
EMPRESARIO;EMPRESARIAR
EMPRESTADO;EMPRESTAR
EMPRÉSTIMO;OPERAÇÃO_CRÉDITO
ENCABULAR;VERGONHA
ENCAIXARIA;ENCAIXAR
ENCALÇADA;ENCALÇADO
ENCAMINHADA;ENCAMINHADO
ENCAMINHANDO;ENCAMINHAR
ENCANADA;ENCANADO
ENCAPETADO;ENCAPETAR
ENCARADA;ENCARADO
ENCARCERADO;ENCARCERAR
ENCARCERAR;PRENDER
ENCARREGADA;ENCARREGADO
ENCERRADA;ENCERRADO
ENCERRAR;ACABAR
ENCHENDO;ENCHER
ENCOLERIZADO;ENCOLERIZAR
ENCONTRADA;ENCONTRADO
ENCORAJAR;ENCORAJADO
ENCORAJAR;ENCORAJAMENTO
ENCRENCA;COMPLICADO
ENCÉFALO;CÉREBRO
ENDIVIDADO;ENDIVIDAR
ENDOIDECER;LOUCO
ENDÊMICA;ENDÊMICO
ENEVOADO;ENEVOAR
ENGAJADA;ENGAJADO
ENGESSADA;ENGESSADO
ENGORDANDO;ENGORDAR
ENJEITADO;ENJEITAR
ENJOADO;ENJOAR
ENLOUQUECIDA;ENLOUQUECIDO
ENORMIDADE;GRANDE
ENROUPAR;VESTIR
ENSANDECER;LOUCO
ENSEADA;BAÍA
ENSEJO;OPORTUNIDADE
ENSINAR;MAGISTÉRIO
ENTORPECENTE;ENTORPECER
ENTORPECER;TORPOR
ENTORPECIDO;TORPOR
ENTRELAÇADO;ENTRELAÇAR
ENTRELAÇANDO;ENTRELAÇAR
ENTREVISTA;ENTREVISTAR
ENXAQUECA;CEFALÉIA
ENXUGAR;SECAR
ENÉRGICO;VEEMENTE
EPÍTETO;APELIDO
EQUILIBRADA;EQUILIBRAR
EQUILIBRADO;EQUILIBRAR
EQUIPA;EQUIPAR
EQUIVALENTE;IGUALDADE
ERIGIR;CONSTRUIR
ESCAFEDER;FUGIR
ESCALADA;ESCALAR
ESCALO;ESCALAR
ESCAPAR;FUGIR
ESCAPE;FUGIR
ESCASSEIS;ESCASSAR
ESCASSO;POUCO
ESCLARECER;EXPLICAR
ESCLARECIMENTO;EXPLICAR
ESCOLHIDA;ESCOLHIDO
ESCRAVIZADO;ESCRAVIZAR
ESFOMEADO;ESFOMEAR
ESGARAVATAR;CISCAR
ESGOTAR;ACABAR
ESGRAVATAR;CISCAR
ESMOLEIRO;MENDIGO
ESNOBE;ESNOBAR
ESPECIALISTA;PERITO
ESPECULANDO;ESPECULAR
ESPERTAR;ACORDAR
ESPIRALAR;ESPIRALADO
ESPORTE;DESPORTE
ESPORTE;DESPORTIVO
ESPOSO;MARIDO
ESPREMIDO;ESPREMER
ESTABELECER;ESTIPULAR
ESTABELECIMENTO;LOCAL
ESTAMPA;DESENHAR
ESTANDARDIZAR;IGUALDADE
ESTANDARDIZAÇÃO;IGUALDADE
ESTELANTE;ESTRELADO
ESTELINGUE;BALEADEIRA
ESTERÓIDE;ANOBOLIZANTE
ESTILINGUE;BALEADEIRA
ESTIOLAR;MUCHAR
ESTRONDO;ESTRONDAR
ESTRUTURADA;ESTRUTURADO
ESTRUTURANDO;ESTRUTURAR
ESTUPEFADO;ESTUPEFAR
EVADIR;FUGIR
EVANGELIZADOR;MISSIONÁRIO
EVASÃO;FUGIR
EVENTUALMENTE;TALVEZ
EVOLUINDO;EVOLUIR
EVOLUTIVA;EVOLUTIVO
EXACERBADO;EXACERBAR
EXAGERADO;EXAGERAR
EXAME;AVALIAÇÃO
EXAMINAR;PESQUISAR
EXASPERADO;EXASPERAR
EXATA;EXATO
EXAURIR;ACABAR
EXAURIR;EXAURIDO
EXCESSO;SOBRECARGA
EXCITAÇÃO;TESÃO
EXCLAMA;EXCLAMAR
EXCLUSIVA;ÚNICO
EXCLUSIVO;ÚNICO
EXCLUÍDA;EXCLUÍDO
EXECRAR;RAIVA
EXECUTADA;EXECUTAR
EXECUTADO;EXECUTAR
EXECUTANDO;EXECUTAR
EXERCENDO;EXERCER
EXIGIDA;EXIGIDO
EXILADA;EXILAR
EXILADO;EXILAR
EXISTE;EXISTIR
EXONERADO;EXONERAR
EXONERANDO;EXONERAR
EXORBITANDO;EXORBITAR
EXORTAR;PESQUISAR
EXPELIR;EXPULSAR
EXPLANAR;EXPLICAR
